model,method,variant,n,n_q_mean,full_cos_mean,metric,metric_key,threshold,mean,std,se,metric_n
bowphs/LaTa,random,abtt,1000,83.57,0.5622480198973789,comprehensiveness,comp@0.50_ratio,0.5,0.3933955553231971,0.3373263361083071,0.0108030886861715,975
bowphs/LaTa,random,abtt,1000,83.57,0.5622480198973789,min_recovery_fraction,compactness@0.70,0.7,,,,0
bowphs/LaTa,random,abtt,1000,83.57,0.5622480198973789,min_recovery_fraction,compactness@0.80,0.8,0.6670153480970916,0.1989763467522976,0.0063723430112652,975
bowphs/LaTa,random,abtt,1000,83.57,0.5622480198973789,min_recovery_fraction,compactness@0.90,0.9,,,,0
bowphs/LaTa,random,abtt,1000,83.57,0.5622480198973789,min_recovery_fraction,compactness@0.95,0.95,,,,0
bowphs/LaTa,random,baseline,1000,83.57,0.933024555146694,rho_LOO,loo_rho,,0.0027901255313373,0.1308739329770275,0.0041385971455162,1000
bowphs/LaTa,random,baseline,1000,83.57,0.933024555146694,sufficiency,suff@0.10_ratio,0.1,0.4033315197741714,0.6521809308634958,0.0206237718805745,1000
bowphs/LaTa,random,baseline,1000,83.57,0.933024555146694,sufficiency,suff@0.25_ratio,0.25,0.7255968994698251,0.5398492221803877,0.0170715313516031,1000
bowphs/LaTa,random,baseline,1000,83.57,0.933024555146694,sufficiency,suff@0.50_ratio,0.5,0.90575602525077,0.3522900606415959,0.0111403898866628,1000
bowphs/LaTa,random,baseline,1000,83.57,0.933024555146694,comprehensiveness,comp@0.10_ratio,0.1,0.0240713189165052,0.1769591639163344,0.0055959401081469,1000
bowphs/LaTa,random,baseline,1000,83.57,0.933024555146694,comprehensiveness,comp@0.25_ratio,0.25,0.0462889187791206,0.2344946074882419,0.0074153705869002,1000
bowphs/LaTa,random,baseline,1000,83.57,0.933024555146694,comprehensiveness,comp@0.50_ratio,0.5,0.1054323809269764,0.3563186566192686,0.0112677852772832,1000
bowphs/LaTa,random,baseline,1000,83.57,0.933024555146694,min_recovery_fraction,compactness@0.70,0.7,,,,0
bowphs/LaTa,random,baseline,1000,83.57,0.933024555146694,min_recovery_fraction,compactness@0.80,0.8,0.1818398849359934,0.1959819039782825,0.0061974919674778,1000
bowphs/LaTa,random,baseline,1000,83.57,0.933024555146694,min_recovery_fraction,compactness@0.90,0.9,,,,0
bowphs/LaTa,random,baseline,1000,83.57,0.933024555146694,min_recovery_fraction,compactness@0.95,0.95,,,,0
bowphs/LaTa,retrieval_mark,abtt,200,83.57,0.5622480198973789,rho_LOO,loo_rho,,0.4013003671608941,0.2276656093101499,0.0160983896186174,200
bowphs/LaTa,retrieval_mark,abtt,200,83.57,0.5622480198973789,sufficiency,suff@0.10_ratio,0.1,0.4748839124839654,0.3807254509658131,0.0272643158361989,195
bowphs/LaTa,retrieval_mark,abtt,200,83.57,0.5622480198973789,sufficiency,suff@0.25_ratio,0.25,0.6452278955851927,0.3465273681239528,0.02481534025753,195
bowphs/LaTa,retrieval_mark,abtt,200,83.57,0.5622480198973789,sufficiency,suff@0.50_ratio,0.5,0.8627902576572118,0.3387937414973817,0.0242615237517745,195
