model,layer,dir_acc_at_1_mean__baseline,dir_acc_at_1_mean__sif_abtt_optimal,dir_acc_at_1_std__baseline,dir_acc_at_1_std__sif_abtt_optimal,existing_acc_mean__baseline,existing_acc_mean__sif_abtt_optimal,existing_acc_std__baseline,existing_acc_std__sif_abtt_optimal,new_acc_mean__baseline,new_acc_mean__sif_abtt_optimal,new_acc_std__baseline,new_acc_std__sif_abtt_optimal,model_display
KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,5,0.5497028702625996,0.8896940211362889,0.0125159358701988,0.0039834190228422,0.2702479338842974,0.8413223140495868,0.0047114686987567,0.0036959801280988,0.9103747779985404,0.9522582140403923,0.0188829768979737,0.0091318711991425,KaLM-mini
KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,6,0.5221708958731253,0.8934081644171705,0.0158118693725625,0.0043194483827471,0.2033057851239669,0.8504132231404959,0.0118329099696498,0.0053877705828121,0.933960183663154,0.948973268775249,0.0137887845180655,0.0136047939544961,KaLM-mini
KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,7,0.603712791960897,0.8933785989584042,0.0176345159807631,0.0027446652498695,0.3925619834710744,0.8404958677685951,0.0177733993120715,0.0080552019378586,0.8758650414095959,0.9618009196227018,0.0234283591750284,0.0083319524977172,KaLM-mini
KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,8,0.6074139399743428,0.8658814589042064,0.0136199169254494,0.0032512675078242,0.387603305785124,0.7975206611570248,0.0110879403842964,0.0077306970801114,0.8908957504997108,0.9542012320230142,0.0170438394658668,0.0074828361803291,KaLM-mini
KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,9,0.6143980411852785,0.8737926837264481,0.0106216790273076,0.0050074889393555,0.3867768595041322,0.8206611570247935,0.0075065711258615,0.0080552019378586,0.9081338437774082,0.9425882383308126,0.0133486096144546,0.0077307309318402,KaLM-mini
KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,10,0.6022793093571369,0.8593215891806756,0.0131858458628655,0.0078067060103476,0.359504132231405,0.7743801652892561,0.0050609292206264,0.0103718185107529,0.9156247292880956,0.9690524089533992,0.0170161495487339,0.0102153865756,KaLM-mini
KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,11,0.6013437438296301,0.8635187492537482,0.0124822188558319,0.0083411004991997,0.3611570247933884,0.7917355371900827,0.0069145456738353,0.0095131111018358,0.9112347348981013,0.9562591140808964,0.0202649438602126,0.0080088629156708,KaLM-mini
KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,12,0.639585016271138,0.8677407517256814,0.0102920065264613,0.0057488661518796,0.4157024793388429,0.8008264462809918,0.0055439701921482,0.0067899490599813,0.9285025042450784,0.9542967360789142,0.0185066555124543,0.0064320390771019,KaLM-mini
KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,13,0.6446758248202621,0.8622096412401685,0.0106749940082364,0.0045804376124037,0.4355371900826446,0.7933884297520661,0.0047114686987567,0.0041322314049586,0.9145025942055643,0.9513035590263312,0.0181113156556452,0.012340173278743,KaLM-mini
KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,14,0.6540370568491156,0.8588716845468296,0.0096112220751469,0.0064885969674788,0.4793388429752066,0.7950413223140496,0.0041322314049586,0.0075065711258615,0.8795598710450196,0.9414191571617314,0.0172970941595987,0.0107965187869984,KaLM-mini
KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,15,0.6614821618425923,0.869575933252641,0.0093578611170582,0.0059198387655095,0.4603305785123967,0.8140495867768596,0.0090532654133085,0.0087657865436348,0.9210701387929112,0.9414486371912114,0.0137965148443084,0.0059582491836272,KaLM-mini
