run_label,metric,count,mean,median,p25,p75,min,max,std
baseline,margin,999,0.06731873494130117,0.07443177700042725,0.03653886914253235,0.112851083278656,-0.4990806579589844,0.35175788402557373,0.08725900560218074
variance_drop_lowest_percent25,margin,999,0.0699913968314399,0.08008253574371338,0.03877851366996765,0.11918756365776062,-0.5482872724533081,0.35230088233947754,0.09168668950085362
variance_drop_lowest_percent25,margin_delta,999,0.002672661890138735,0.0033558011054992676,-0.0018451511859893799,0.007946014404296875,-0.04920661449432373,0.03497952222824097,0.008104705408942436
variance_drop_lowest_percent50,margin,999,0.06807284685107204,0.07842099666595459,0.0377422571182251,0.1175302267074585,-0.5442242920398712,0.3568689227104187,0.09216239238893492
variance_drop_lowest_percent50,margin_delta,999,0.0007541119097708701,0.0012230873107910156,-0.006726861000061035,0.009274214506149292,-0.059324681758880615,0.05802732706069946,0.01282347398725941
