model,repr,pooling,layer,method,D,tau,dir_acc_at_1,dir_acc_at_2,dir_acc_at_3,dir_acc_at_4,dir_acc_at_5,existing_acc,new_acc,overall_assignment_acc,n_query,n_reference_dirs,n_query_existing,n_query_new,seed
bowphs/LaTa,hidden,sif,9,sif_only,10,0.8994974874371859,0.3302752293577982,0.3944954128440367,0.46788990825688076,0.5321100917431193,0.6146788990825688,0.38461538461538464,0.05555555555555555,0.3302752293577982,109,50,91,18,44
bowphs/LaTa,hidden,sif,9,sif_abtt_fixed,10,0.19095477386934673,0.47706422018348627,0.5137614678899083,0.5504587155963303,0.5871559633027523,0.6513761467889908,0.5714285714285714,0.0,0.47706422018348627,109,50,91,18,44
bowphs/LaTa,hidden,sif,9,sif_abtt_optimal,3,0.22613065326633167,0.45871559633027525,0.5412844036697247,0.6238532110091743,0.6422018348623854,0.6788990825688074,0.5494505494505495,0.0,0.45871559633027525,109,50,91,18,44
bowphs/LaTa,hidden,sif,10,sif_only,10,0.9045226130653267,0.3211009174311927,0.44036697247706424,0.4954128440366973,0.5412844036697247,0.6330275229357798,0.37362637362637363,0.05555555555555555,0.3211009174311927,109,50,91,18,44
bowphs/LaTa,hidden,sif,10,sif_abtt_fixed,10,0.20100502512562815,0.42201834862385323,0.5045871559633027,0.5688073394495413,0.6422018348623854,0.6880733944954128,0.4945054945054945,0.05555555555555555,0.42201834862385323,109,50,91,18,44
bowphs/LaTa,hidden,sif,10,sif_abtt_optimal,5,0.22110552763819097,0.44036697247706424,0.5045871559633027,0.5596330275229358,0.6330275229357798,0.6880733944954128,0.5274725274725275,0.0,0.44036697247706424,109,50,91,18,44
bowphs/LaTa,hidden,sif,11,sif_only,10,0.8994974874371859,0.3302752293577982,0.43119266055045874,0.47706422018348627,0.5596330275229358,0.6055045871559633,0.38461538461538464,0.05555555555555555,0.3302752293577982,109,50,91,18,44
bowphs/LaTa,hidden,sif,11,sif_abtt_fixed,10,0.20603015075376885,0.42201834862385323,0.5045871559633027,0.5504587155963303,0.6422018348623854,0.6880733944954128,0.4945054945054945,0.05555555555555555,0.42201834862385323,109,50,91,18,44
bowphs/LaTa,hidden,sif,11,sif_abtt_optimal,5,0.21608040201005024,0.43119266055045874,0.5137614678899083,0.5504587155963303,0.6330275229357798,0.6972477064220184,0.5164835164835165,0.0,0.43119266055045874,109,50,91,18,44
bowphs/LaTa,hidden,sif,12,sif_only,10,0.7839195979899498,0.44954128440366975,0.5229357798165137,0.5504587155963303,0.6146788990825688,0.6513761467889908,0.4945054945054945,0.2222222222222222,0.44954128440366975,109,50,91,18,44
bowphs/LaTa,hidden,sif,12,sif_abtt_fixed,10,0.20603015075376885,0.3944954128440367,0.5321100917431193,0.6238532110091743,0.7064220183486238,0.7339449541284404,0.46153846153846156,0.05555555555555555,0.3944954128440367,109,50,91,18,44
bowphs/LaTa,hidden,sif,12,sif_abtt_optimal,2,0.19095477386934673,0.47706422018348627,0.5321100917431193,0.5963302752293578,0.6605504587155964,0.6697247706422018,0.5714285714285714,0.0,0.47706422018348627,109,50,91,18,44
bowphs/PhilTa,hidden,mean,1,baseline,10,0.864321608040201,0.41284403669724773,0.47706422018348627,0.5504587155963303,0.5779816513761468,0.6788990825688074,0.4065934065934066,0.4444444444444444,0.41284403669724773,109,50,91,18,44
bowphs/PhilTa,hidden,mean,2,baseline,10,0.8844221105527639,0.3761467889908257,0.47706422018348627,0.5045871559633027,0.5596330275229358,0.6055045871559633,0.4175824175824176,0.16666666666666666,0.3761467889908257,109,50,91,18,44
bowphs/PhilTa,hidden,mean,3,baseline,10,0.9296482412060302,0.1834862385321101,0.30275229357798167,0.3669724770642202,0.44036697247706424,0.47706422018348627,0.14285714285714285,0.3888888888888889,0.1834862385321101,109,50,91,18,44
bowphs/PhilTa,hidden,mean,4,baseline,10,0.9547738693467337,0.13761467889908258,0.30275229357798167,0.3669724770642202,0.46788990825688076,0.5137614678899083,0.0989010989010989,0.3333333333333333,0.13761467889908258,109,50,91,18,44
bowphs/PhilTa,hidden,mean,5,baseline,10,0.9396984924623115,0.14678899082568808,0.25688073394495414,0.3669724770642202,0.44036697247706424,0.44954128440366975,0.10989010989010989,0.3333333333333333,0.14678899082568808,109,50,91,18,44
bowphs/PhilTa,hidden,mean,6,baseline,10,0.9447236180904522,0.14678899082568808,0.30275229357798167,0.3669724770642202,0.44036697247706424,0.48623853211009177,0.10989010989010989,0.3333333333333333,0.14678899082568808,109,50,91,18,44
bowphs/PhilTa,hidden,mean,7,baseline,10,0.9547738693467337,0.1834862385321101,0.30275229357798167,0.3761467889908257,0.44954128440366975,0.48623853211009177,0.15384615384615385,0.3333333333333333,0.1834862385321101,109,50,91,18,44
bowphs/PhilTa,hidden,mean,8,baseline,10,0.9547738693467337,0.1926605504587156,0.3119266055045872,0.42201834862385323,0.45871559633027525,0.4954128440366973,0.16483516483516483,0.3333333333333333,0.1926605504587156,109,50,91,18,44
bowphs/PhilTa,hidden,mean,9,baseline,10,0.949748743718593,0.2018348623853211,0.3394495412844037,0.41284403669724773,0.45871559633027525,0.48623853211009177,0.18681318681318682,0.2777777777777778,0.2018348623853211,109,50,91,18,44
bowphs/PhilTa,hidden,mean,10,baseline,10,0.9698492462311558,0.21100917431192662,0.3577981651376147,0.4036697247706422,0.47706422018348627,0.48623853211009177,0.18681318681318682,0.3333333333333333,0.21100917431192662,109,50,91,18,44
bowphs/PhilTa,hidden,mean,11,baseline,10,0.964824120603015,0.21100917431192662,0.3302752293577982,0.41284403669724773,0.48623853211009177,0.5321100917431193,0.18681318681318682,0.3333333333333333,0.21100917431192662,109,50,91,18,44
bowphs/PhilTa,hidden,mean,12,baseline,10,0.8542713567839196,0.3944954128440367,0.45871559633027525,0.5137614678899083,0.5688073394495413,0.6238532110091743,0.43956043956043955,0.16666666666666666,0.3944954128440367,109,50,91,18,44
bowphs/PhilTa,hidden,sif,1,sif_only,10,0.8592964824120604,0.42201834862385323,0.5321100917431193,0.5871559633027523,0.6330275229357798,0.6513761467889908,0.3626373626373626,0.7222222222222222,0.42201834862385323,109,50,91,18,44
bowphs/PhilTa,hidden,sif,1,sif_abtt_fixed,10,0.1457286432160804,0.41284403669724773,0.47706422018348627,0.5045871559633027,0.5504587155963303,0.6055045871559633,0.4945054945054945,0.0,0.41284403669724773,109,50,91,18,44
bowphs/PhilTa,hidden,sif,1,sif_abtt_optimal,1,0.19597989949748745,0.47706422018348627,0.48623853211009177,0.5596330275229358,0.5779816513761468,0.6330275229357798,0.5714285714285714,0.0,0.47706422018348627,109,50,91,18,44
bowphs/PhilTa,hidden,sif,2,sif_only,10,0.914572864321608,0.41284403669724773,0.5321100917431193,0.6330275229357798,0.6697247706422018,0.7155963302752294,0.3626373626373626,0.6666666666666666,0.41284403669724773,109,50,91,18,44
bowphs/PhilTa,hidden,sif,2,sif_abtt_fixed,10,0.1708542713567839,0.4036697247706422,0.46788990825688076,0.5688073394495413,0.5871559633027523,0.6330275229357798,0.4835164835164835,0.0,0.4036697247706422,109,50,91,18,44
bowphs/PhilTa,hidden,sif,2,sif_abtt_optimal,2,0.20603015075376885,0.42201834862385323,0.5504587155963303,0.5963302752293578,0.6330275229357798,0.6513761467889908,0.5054945054945055,0.0,0.42201834862385323,109,50,91,18,44
bowphs/PhilTa,hidden,sif,3,sif_only,10,0.9095477386934674,0.3944954128440367,0.5137614678899083,0.5688073394495413,0.5871559633027523,0.6238532110091743,0.38461538461538464,0.4444444444444444,0.3944954128440367,109,50,91,18,44
bowphs/PhilTa,hidden,sif,3,sif_abtt_fixed,10,0.19095477386934673,0.3853211009174312,0.44954128440366975,0.5412844036697247,0.6146788990825688,0.6513761467889908,0.46153846153846156,0.0,0.3853211009174312,109,50,91,18,44
bowphs/PhilTa,hidden,sif,3,sif_abtt_optimal,3,0.18592964824120603,0.44954128440366975,0.5229357798165137,0.5779816513761468,0.6146788990825688,0.6146788990825688,0.5384615384615384,0.0,0.44954128440366975,109,50,91,18,44
bowphs/PhilTa,hidden,sif,4,sif_only,10,0.8944723618090452,0.3944954128440367,0.45871559633027525,0.5229357798165137,0.5504587155963303,0.5963302752293578,0.42857142857142855,0.2222222222222222,0.3944954128440367,109,50,91,18,44
bowphs/PhilTa,hidden,sif,4,sif_abtt_fixed,10,0.18090452261306533,0.3944954128440367,0.44954128440366975,0.4954128440366973,0.5321100917431193,0.6055045871559633,0.4725274725274725,0.0,0.3944954128440367,109,50,91,18,44
bowphs/PhilTa,hidden,sif,4,sif_abtt_optimal,10,0.18090452261306533,0.3944954128440367,0.44954128440366975,0.4954128440366973,0.5321100917431193,0.6055045871559633,0.4725274725274725,0.0,0.3944954128440367,109,50,91,18,44
bowphs/PhilTa,hidden,sif,5,sif_only,10,0.8994974874371859,0.3669724770642202,0.44036697247706424,0.5137614678899083,0.5688073394495413,0.6238532110091743,0.3956043956043956,0.2222222222222222,0.3669724770642202,109,50,91,18,44
bowphs/PhilTa,hidden,sif,5,sif_abtt_fixed,10,0.18090452261306533,0.3761467889908257,0.46788990825688076,0.5137614678899083,0.5137614678899083,0.5596330275229358,0.45054945054945056,0.0,0.3761467889908257,109,50,91,18,44
bowphs/PhilTa,hidden,sif,5,sif_abtt_optimal,3,0.21608040201005024,0.42201834862385323,0.5229357798165137,0.5321100917431193,0.5963302752293578,0.6513761467889908,0.5054945054945055,0.0,0.42201834862385323,109,50,91,18,44
bowphs/PhilTa,hidden,sif,6,sif_only,10,0.9095477386934674,0.3394495412844037,0.43119266055045874,0.47706422018348627,0.5321100917431193,0.5871559633027523,0.3626373626373626,0.2222222222222222,0.3394495412844037,109,50,91,18,44
bowphs/PhilTa,hidden,sif,6,sif_abtt_fixed,10,0.18090452261306533,0.3944954128440367,0.46788990825688076,0.5229357798165137,0.5688073394495413,0.6238532110091743,0.46153846153846156,0.05555555555555555,0.3944954128440367,109,50,91,18,44
bowphs/PhilTa,hidden,sif,6,sif_abtt_optimal,1,0.21608040201005024,0.44954128440366975,0.5688073394495413,0.6055045871559633,0.6422018348623854,0.6880733944954128,0.5384615384615384,0.0,0.44954128440366975,109,50,91,18,44
bowphs/PhilTa,hidden,sif,7,sif_only,10,0.914572864321608,0.3302752293577982,0.43119266055045874,0.4954128440366973,0.5596330275229358,0.5963302752293578,0.3626373626373626,0.16666666666666666,0.3302752293577982,109,50,91,18,44
bowphs/PhilTa,hidden,sif,7,sif_abtt_fixed,10,0.19095477386934673,0.3761467889908257,0.45871559633027525,0.5137614678899083,0.5596330275229358,0.6330275229357798,0.45054945054945056,0.0,0.3761467889908257,109,50,91,18,44
bowphs/PhilTa,hidden,sif,7,sif_abtt_optimal,7,0.19597989949748745,0.42201834862385323,0.5137614678899083,0.5412844036697247,0.5688073394495413,0.6055045871559633,0.5054945054945055,0.0,0.42201834862385323,109,50,91,18,44
bowphs/PhilTa,hidden,sif,8,sif_only,10,0.914572864321608,0.3486238532110092,0.41284403669724773,0.4954128440366973,0.5412844036697247,0.5871559633027523,0.38461538461538464,0.16666666666666666,0.3486238532110092,109,50,91,18,44
bowphs/PhilTa,hidden,sif,8,sif_abtt_fixed,10,0.22110552763819097,0.3761467889908257,0.4954128440366973,0.5688073394495413,0.6330275229357798,0.6513761467889908,0.45054945054945056,0.0,0.3761467889908257,109,50,91,18,44
bowphs/PhilTa,hidden,sif,8,sif_abtt_optimal,1,0.17587939698492464,0.46788990825688076,0.5504587155963303,0.5871559633027523,0.6422018348623854,0.6605504587155964,0.5604395604395604,0.0,0.46788990825688076,109,50,91,18,44
bowphs/PhilTa,hidden,sif,9,sif_only,10,0.9246231155778895,0.3577981651376147,0.44036697247706424,0.5045871559633027,0.5504587155963303,0.5963302752293578,0.37362637362637363,0.2777777777777778,0.3577981651376147,109,50,91,18,44
bowphs/PhilTa,hidden,sif,9,sif_abtt_fixed,10,0.21105527638190955,0.3853211009174312,0.47706422018348627,0.5504587155963303,0.6146788990825688,0.6880733944954128,0.46153846153846156,0.0,0.3853211009174312,109,50,91,18,44
bowphs/PhilTa,hidden,sif,9,sif_abtt_optimal,1,0.17587939698492464,0.44954128440366975,0.5871559633027523,0.6146788990825688,0.6513761467889908,0.6605504587155964,0.5384615384615384,0.0,0.44954128440366975,109,50,91,18,44
bowphs/PhilTa,hidden,sif,10,sif_only,10,0.9296482412060302,0.3577981651376147,0.42201834862385323,0.5045871559633027,0.5871559633027523,0.6330275229357798,0.38461538461538464,0.2222222222222222,0.3577981651376147,109,50,91,18,44
bowphs/PhilTa,hidden,sif,10,sif_abtt_fixed,10,0.18090452261306533,0.41284403669724773,0.4954128440366973,0.5321100917431193,0.5688073394495413,0.6513761467889908,0.4945054945054945,0.0,0.41284403669724773,109,50,91,18,44
bowphs/PhilTa,hidden,sif,10,sif_abtt_optimal,1,0.18090452261306533,0.45871559633027525,0.5596330275229358,0.6146788990825688,0.6513761467889908,0.6605504587155964,0.5494505494505495,0.0,0.45871559633027525,109,50,91,18,44
bowphs/PhilTa,hidden,sif,11,sif_only,10,0.9246231155778895,0.3394495412844037,0.44954128440366975,0.5229357798165137,0.5596330275229358,0.5963302752293578,0.3626373626373626,0.2222222222222222,0.3394495412844037,109,50,91,18,44
bowphs/PhilTa,hidden,sif,11,sif_abtt_fixed,10,0.22110552763819097,0.3853211009174312,0.5137614678899083,0.5504587155963303,0.6513761467889908,0.7155963302752294,0.46153846153846156,0.0,0.3853211009174312,109,50,91,18,44
bowphs/PhilTa,hidden,sif,11,sif_abtt_optimal,1,0.17587939698492464,0.45871559633027525,0.5504587155963303,0.5779816513761468,0.6055045871559633,0.6238532110091743,0.5494505494505495,0.0,0.45871559633027525,109,50,91,18,44
bowphs/PhilTa,hidden,sif,12,sif_only,10,0.8442211055276382,0.3853211009174312,0.45871559633027525,0.5412844036697247,0.5688073394495413,0.6238532110091743,0.42857142857142855,0.16666666666666666,0.3853211009174312,109,50,91,18,44
bowphs/PhilTa,hidden,sif,12,sif_abtt_fixed,10,0.15577889447236182,0.3944954128440367,0.44954128440366975,0.5321100917431193,0.5871559633027523,0.6330275229357798,0.4725274725274725,0.0,0.3944954128440367,109,50,91,18,44
bowphs/PhilTa,hidden,sif,12,sif_abtt_optimal,2,0.19095477386934673,0.44036697247706424,0.5045871559633027,0.5504587155963303,0.5871559633027523,0.6513761467889908,0.5274725274725275,0.0,0.44036697247706424,109,50,91,18,44
