threshold,precision,recall,f1,tp,fp,fn,total_pos,total_neg,layer
-0.70391446352005,0.0021286686446005715,1.0,0.0042482940788025544,1737,814266,0,1737,814266,8
-0.6996479034423828,0.0021286712532567324,1.0,0.004248299273973725,1737,814265,0,1737,814266,8
-0.6953813433647156,0.002128673861919287,1.0,0.004248304469157603,1737,814264,0,1737,814266,8
-0.6911147832870483,0.0021286764705882354,1.0,0.004248309664354187,1737,814263,0,1737,814266,8
-0.6868482232093811,0.0021286790792635775,1.0,0.004248314859563477,1737,814262,0,1737,814266,8
-0.6825816631317139,0.0021286973401700017,1.0,0.0042483512263842916,1737,814255,0,1737,814266,8
-0.6783151030540466,0.0021287129926248734,1.0,0.004248382398440548,1737,814249,0,1737,814266,8
-0.6740485429763794,0.002128799085241429,1.0,0.004248553852927148,1737,814216,0,1737,814266,8
-0.6697820425033569,0.0021289347604672624,1.0,0.00424882405171971,1737,814164,0,1737,814266,8
-0.6655154824256897,0.002129033918684877,1.0,0.0042490215264187866,1737,814126,0,1737,814266,8
-0.6612489223480225,0.002129161794232509,1.0,0.004249276191943989,1737,814077,0,1737,814266,8
-0.6569823622703552,0.0021293027360988525,1.0,0.004249556879107812,1737,814023,0,1737,814266,8
-0.652715802192688,0.002129480244994434,1.0,0.0042499103897708545,1737,813955,0,1737,814266,8
-0.6484492421150208,0.002129788345386194,1.0,0.004250523974350033,1737,813837,0,1737,814266,8
-0.6441826820373535,0.002130080862137046,1.0,0.004251106523625213,1737,813725,0,1737,814266,8
-0.6399161219596863,0.002130386523496189,1.0,0.0042517152501217745,1737,813608,0,1737,814266,8
-0.635649561882019,0.0021307628425382206,1.0,0.004252464691322964,1737,813464,0,1737,814266,8
-0.6313830018043518,0.002131230813401356,1.0,0.00425339665678615,1737,813285,0,1737,814266,8
-0.6271164417266846,0.002131743464248809,1.0,0.004254417601581262,1737,813089,0,1737,814266,8
-0.6228498816490173,0.0021322694491330368,1.0,0.004255465100041403,1737,812888,0,1737,814266,8
-0.6185833215713501,0.0021327564126963467,1.0,0.004256434886593088,1737,812702,0,1737,814266,8
-0.6143167614936829,0.002133259318118458,1.0,0.004257436420321967,1737,812510,0,1737,814266,8
-0.6100502014160156,0.002133793915063455,1.0,0.004258501066463998,1737,812306,0,1737,814266,8
-0.6057837009429932,0.002134365496267625,1.0,0.004259639365247523,1737,812088,0,1737,814266,8
-0.6015170812606812,0.0021351315804030075,1.0,0.00426116501281784,1737,811796,0,1737,814266,8
-0.5972505807876587,0.002136029542874921,1.0,0.004262953291579133,1737,811454,0,1737,814266,8
-0.5929840207099915,0.0021371543734151283,1.0,0.004265193370165745,1737,811026,0,1737,814266,8
-0.5887174606323242,0.00213595245012828,0.9988485895221646,0.004262789289219811,1735,810549,2,1737,814266,8
-0.584450900554657,0.0021360046119961174,0.998272884283247,0.004262887922186316,1734,810062,3,1737,814266,8
-0.5801843404769897,0.0021361331921570755,0.9976971790443293,0.004263138732817066,1733,809546,4,1737,814266,8
-0.5759177803993225,0.0021376271721647144,0.9976971790443293,0.004266113934536199,1733,808979,4,1737,814266,8
-0.5716512203216553,0.0021368154413616367,0.9965457685664939,0.00426448687580144,1731,808353,6,1737,814266,8
