threshold,precision,recall,f1,tp,fp,fn,total_pos,total_neg,layer
-0.3775622546672821,0.0021286686446005715,1.0,0.0042482940788025544,1737,814266,0,1737,814266,6
-0.37411028146743774,0.002128694731449902,1.0,0.004248346031086055,1737,814256,0,1737,814266,6
-0.3706583082675934,0.0021289478070734506,1.0,0.004248850034184041,1737,814159,0,1737,814266,6
-0.367206335067749,0.002129344500235368,1.0,0.004249640052796334,1737,814007,0,1737,814266,6
-0.3637543320655823,0.0021295037410366527,1.0,0.004249957182354236,1737,813946,0,1737,814266,6
-0.3603023588657379,0.0021295742322743902,1.0,0.004250097566286963,1737,813919,0,1737,814266,6
-0.35685038566589355,0.002129600341324545,1.0,0.004250149562689706,1737,813909,0,1737,814266,6
-0.3533984124660492,0.0021296264510149137,1.0,0.00425020156036473,1737,813899,0,1737,814266,6
-0.34994643926620483,0.002129663005657032,1.0,0.004250274359247282,1737,813885,0,1737,814266,6
-0.3464944660663605,0.0021296891168840087,1.0,0.004250326359975971,1737,813875,0,1737,814266,6
-0.3430424928665161,0.0021297204512015695,1.0,0.004250388762530021,1737,813863,0,1737,814266,6
-0.33959048986434937,0.0021297570090707788,1.0,0.004250461567825695,1737,813849,0,1737,814266,6
-0.336138516664505,0.0021298014024564446,1.0,0.004250549977609366,1737,813832,0,1737,814266,6
-0.33268654346466064,0.002129840574627799,1.0,0.004250627989296346,1737,813817,0,1737,814266,6
-0.3292345702648163,0.002129879748240121,1.0,0.004250706003846925,1737,813802,0,1737,814266,6
-0.3257825970649719,0.002129931981964859,1.0,0.004250810027702458,1737,813782,0,1737,814266,6
-0.32233062386512756,0.0021299685470965845,1.0,0.004250882847430749,1737,813768,0,1737,814266,6
-0.3188786506652832,0.0021300077254166206,1.0,0.00425096087133685,1737,813753,0,1737,814266,6
-0.31542667746543884,0.002130031233100465,1.0,0.004251007687055351,1737,813744,0,1737,814266,6
-0.3119747042655945,0.002130054741303196,1.0,0.0042510545038050235,1737,813735,0,1737,814266,6
-0.30852270126342773,0.002130088698512126,1.0,0.00425112212981953,1737,813722,0,1737,814266,6
-0.3050707280635834,0.0021301200445890413,1.0,0.004251184555742648,1737,813710,0,1737,814266,6
-0.301618754863739,0.00213014355475217,1.0,0.004251231376388167,1737,813701,0,1737,814266,6
-0.29816678166389465,0.0021301540038801423,1.0,0.004251252185894996,1737,813697,0,1737,814266,6
-0.2947148084640503,0.0021302036386379943,1.0,0.004251351033834587,1737,813678,0,1737,814266,6
-0.29126283526420593,0.00213023498809791,1.0,0.004251413466480653,1737,813666,0,1737,814266,6
-0.2878108620643616,0.002129042544058671,0.9994242947610823,0.004249033503971842,1736,813654,1,1737,814266,6
-0.2843588590621948,0.002127844842705049,0.9988485895221646,0.004246643071485566,1735,813644,2,1737,814266,6
-0.28090688586235046,0.0021278631103349146,0.9988485895221646,0.004246679451578675,1735,813637,2,1737,814266,6
