threshold,precision,recall,f1,tp,fp,fn,total_pos,total_neg,layer
-0.41863033175468445,0.0021286686446005715,1.0,0.0042482940788025544,1737,814266,0,1737,814266,5
-0.41507574915885925,0.0021287156013897316,1.0,0.004248387593827731,1737,814248,0,1737,814266,5
-0.41152113676071167,0.002128856484188001,1.0,0.004248668163606745,1737,814194,0,1737,814266,5
-0.4079665541648865,0.002129177453518475,1.0,0.004249307377575546,1737,814071,0,1737,814266,5
-0.4044119715690613,0.002129754397752784,1.0,0.0042504563673647165,1737,813850,0,1737,814266,5
-0.4008573591709137,0.002130300302436416,1.0,0.004251543540382933,1737,813641,0,1737,814266,5
-0.3973027765750885,0.002130736704975767,1.0,0.004252412638258493,1737,813474,0,1737,814266,5
-0.3937481641769409,0.002131008566973416,1.0,0.004252954052426167,1737,813370,0,1737,814266,5
-0.3901935815811157,0.0021312804983539936,1.0,0.004253495604476332,1737,813266,0,1737,814266,5
-0.3866389989852905,0.0021302782982806838,0.9994242947610823,0.0042514945129761205,1736,813181,1,1737,814266,5
-0.38308438658714294,0.0021306783313941213,0.9994242947610823,0.004252291179067754,1736,813028,1,1737,814266,5
-0.37952980399131775,0.0021312799711245937,0.9994242947610823,0.0042534893436125985,1736,812798,1,1737,814266,5
-0.37597522139549255,0.0021321647367464345,0.9994242947610823,0.004255251350294692,1736,812460,1,1737,814266,5
-0.37242060899734497,0.002133100035756458,0.9994242947610823,0.004257113990602961,1736,812103,1,1737,814266,5
-0.3688660264015198,0.002134046649079631,0.9994242947610823,0.004258999159730869,1736,811742,1,1737,814266,5
-0.3653114438056946,0.002134865451826564,0.9994242947610823,0.004260629792748339,1736,811430,1,1737,814266,5
-0.361756831407547,0.002135650727609806,0.9994242947610823,0.004262193654831059,1736,811131,1,1737,814266,5
-0.3582022488117218,0.002136305127378424,0.9994242947610823,0.004263496877897233,1736,810882,1,1737,814266,5
-0.3546476364135742,0.0021368389308419958,0.9994242947610823,0.004264559934754198,1736,810679,1,1737,814266,5
-0.351093053817749,0.0021373966853114306,0.9994242947610823,0.00426567068825712,1736,810467,1,1737,814266,5
-0.34753847122192383,0.0021378836429734316,0.9994242947610823,0.004266640450749918,1736,810282,1,1737,814266,5
-0.34398385882377625,0.002138410333350579,0.9994242947610823,0.00426768933876628,1736,810082,1,1737,814266,5
-0.34042927622795105,0.002138934647907454,0.9994242947610823,0.004268733494312453,1736,809883,1,1737,814266,5
-0.33687466382980347,0.0021395541445234315,0.9994242947610823,0.00426996720045356,1736,809648,1,1737,814266,5
-0.33332008123397827,0.002140234686103022,0.9994242947610823,0.004271322473774793,1736,809390,1,1737,814266,5
-0.3297654986381531,0.0021411982076098876,0.9994242947610823,0.004273241287978556,1736,809025,1,1737,814266,5
-0.3262109160423279,0.0021419855070496743,0.9994242947610823,0.004274809160305344,1736,808727,1,1737,814266,5
-0.3226563036441803,0.002142670241075087,0.9994242947610823,0.004276172776100726,1736,808468,1,1737,814266,5
-0.3191017210483551,0.0021432072306083573,0.9994242947610823,0.004277242164343668,1736,808265,1,1737,814266,5
-0.3155471086502075,0.0021437630203348765,0.9994242947610823,0.004278348991039125,1736,808055,1,1737,814266,5
-0.3119925260543823,0.0021442555320187007,0.9994242947610823,0.00427932980173589,1736,807869,1,1737,814266,5
-0.30843794345855713,0.002144658182748103,0.9994242947610823,0.004280131658427742,1736,807717,1,1737,814266,5
-0.30488333106040955,0.00214505833421887,0.9994242947610823,0.004280928537345306,1736,807566,1,1737,814266,5
-0.30132874846458435,0.002145511666219685,0.9994242947610823,0.004281831321497457,1736,807395,1,1737,814266,5
-0.29777413606643677,0.002145930704733038,0.9994242947610823,0.004282665811449223,1736,807237,1,1737,814266,5
-0.2942195534706116,0.0021450207084131793,0.9988485895221646,0.004280848323498896,1735,807115,2,1737,814266,5
-0.2906649708747864,0.0021453946969800016,0.9988485895221646,0.004281593098121281,1735,806974,2,1737,814266,5
-0.2871103882789612,0.0021456812445198557,0.9988485895221646,0.004282163739081716,1735,806866,2,1737,814266,5
-0.2835557758808136,0.002145999720463437,0.9988485895221646,0.004282797963017362,1735,806746,2,1737,814266,5
-0.280001163482666,0.002146366084694245,0.9988485895221646,0.0042835275528342875,1735,806608,2,1737,814266,5
-0.2764465808868408,0.0021468016367661123,0.9988485895221646,0.004284394924905792,1735,806444,2,1737,814266,5
-0.2728919982910156,0.002147309118452254,0.9988485895221646,0.004285405538917533,1735,806253,2,1737,814266,5
-0.26933741569519043,0.0021477875930914275,0.9988485895221646,0.004286358386501059,1735,806073,2,1737,814266,5
-0.26578280329704285,0.0021481492487049197,0.9988485895221646,0.004287078596852765,1735,805937,2,1737,814266,5
-0.26222822070121765,0.0021485429535221244,0.9988485895221646,0.004287862630226836,1735,805789,2,1737,814266,5
-0.25867360830307007,0.0021489155098441386,0.9988485895221646,0.004288604547403911,1735,805649,2,1737,814266,5
-0.2551190257072449,0.00214929352040652,0.9988485895221646,0.0042893573257155,1735,805507,2,1737,814266,5
-0.2515644431114197,0.0021497062894087005,0.9988485895221646,0.004290179322077484,1735,805352,2,1737,814266,5
-0.2480098456144333,0.002150140533680991,0.9988485895221646,0.004291044083985749,1735,805189,2,1737,814266,5
-0.2444552481174469,0.002150508313233001,0.9988485895221646,0.0042917764862595124,1735,805051,2,1737,814266,5
-0.2409006506204605,0.0021508415554985305,0.9988485895221646,0.004292440109945844,1735,804926,2,1737,814266,5
-0.23734606802463531,0.0021511722338838765,0.9988485895221646,0.004293098627445644,1735,804802,2,1737,814266,5
-0.23379147052764893,0.0021502469559869,0.998272884283247,0.004291250699122446,1734,804685,3,1737,814266,5
-0.23023687303066254,0.0021504709581005414,0.998272884283247,0.004291696779494897,1734,804601,3,1737,814266,5
-0.22668227553367615,0.0021507430234187883,0.998272884283247,0.004292238573214352,1734,804499,3,1737,814266,5
-0.22312769293785095,0.002151020494238515,0.998272884283247,0.004292791131202452,1734,804395,3,1737,814266,5
-0.21957309544086456,0.002151298036661394,0.998272884283247,0.004293343831475112,1734,804291,3,1737,814266,5
-0.21601849794387817,0.0021490566857128674,0.9971214738054116,0.004288869739201061,1732,804203,5,1737,814266,5
-0.21246390044689178,0.002149251360654802,0.9971214738054116,0.004289257416118643,1732,804130,5,1737,814266,5
-0.2089093178510666,0.0021494594084767132,0.9971214738054116,0.004289671723707495,1732,804052,5,1737,814266,5
-0.2053547203540802,0.0021496674965806387,0.9971214738054116,0.004290086111341606,1732,803974,5,1737,814266,5
-0.2018001228570938,0.0021498569451426515,0.9971214738054116,0.004290463379953727,1732,803903,5,1737,814266,5
-0.19824552536010742,0.002150065110228078,0.9971214738054116,0.0042908779205593,1732,803825,5,1737,814266,5
-0.19469094276428223,0.002150273315629582,0.9971214738054116,0.004291292541277675,1732,803747,5,1737,814266,5
-0.19113634526729584,0.0021504922417143347,0.9971214738054116,0.004291728511003129,1732,803665,5,1737,814266,5
-0.18758174777030945,0.0021506658123606167,0.9971214738054116,0.004292074159706296,1732,803600,5,1737,814266,5
-0.18402716517448425,0.002150807359933638,0.9971214738054116,0.00429235603755068,1732,803547,5,1737,814266,5
-0.18047256767749786,0.002150940912460927,0.9971214738054116,0.004292621993987355,1732,803497,5,1737,814266,5
-0.17691797018051147,0.0021511092122618192,0.9971214738054116,0.004292957146026226,1732,803434,5,1737,814266,5
-0.17336337268352509,0.002151349686240802,0.9971214738054116,0.004293436025448276,1732,803344,5,1737,814266,5
-0.1698087900876999,0.002151598232509258,0.9971214738054116,0.004293930979769933,1732,803251,5,1737,814266,5
-0.1662541925907135,0.0021518388158426028,0.9971214738054116,0.004294410076491081,1732,803161,5,1737,814266,5
-0.1626996099948883,0.002152095497373872,0.9971214738054116,0.004294921230847057,1732,803065,5,1737,814266,5
-0.15914499759674072,0.0021523789877108106,0.9971214738054116,0.0042954857718233985,1732,802959,5,1737,814266,5
-0.15559041500091553,0.002152641149003285,0.9971214738054116,0.004296007837981968,1732,802861,5,1737,814266,5
-0.15203580260276794,0.002152863233521025,0.9971214738054116,0.004296450095318184,1732,802778,5,1737,814266,5
-0.14848122000694275,0.002153034510706747,0.9971214738054116,0.004296791175204637,1732,802714,5,1737,814266,5
-0.14492663741111755,0.0021532111688505433,0.9971214738054116,0.004297142970561345,1732,802648,5,1737,814266,5
-0.14137202501296997,0.0021534280161979564,0.9971214738054116,0.004297574798147973,1732,802567,5,1737,814266,5
-0.13781744241714478,0.002153642229293265,0.9971214738054116,0.004298001379727926,1732,802487,5,1737,814266,5
-0.13426285982131958,0.0021538082737574877,0.9971214738054116,0.0042983320387048425,1732,802425,5,1737,814266,5
-0.130708247423172,0.0021539904164837474,0.9971214738054116,0.0042986947554434825,1732,802357,5,1737,814266,5
-0.1271536648273468,0.002154145797861028,0.9971214738054116,0.004299004179863186,1732,802299,5,1737,814266,5
-0.1235990822315216,0.0021531109405649334,0.9965457685664939,0.004296938028273902,1731,802222,6,1737,814266,5
-0.12004446983337402,0.002153271641872737,0.9965457685664939,0.004297258046497772,1731,802162,6,1737,814266,5
-0.11648988723754883,0.002153477910367547,0.9965457685664939,0.004297668806397593,1731,802085,6,1737,814266,5
-0.11293527483940125,0.0021537887271369915,0.9965457685664939,0.0042982877617988744,1731,801969,6,1737,814266,5
-0.10938069224357605,0.0021541988209774912,0.9965457685664939,0.0042991044153367014,1731,801816,6,1737,814266,5
-0.10582610964775085,0.0021546493000190446,0.9965457685664939,0.004300001490468454,1731,801648,6,1737,814266,5
-0.10227149724960327,0.002155309270071084,0.9965457685664939,0.004301315740430131,1731,801402,6,1737,814266,5
-0.09871691465377808,0.002155993812260393,0.9965457685664939,0.004302678920974628,1731,801147,6,1737,814266,5
-0.09516233205795288,0.002156743280268229,0.9965457685664939,0.004304171391060453,1731,800868,6,1737,814266,5
-0.0916077196598053,0.0021573964674034968,0.9965457685664939,0.004305472128223974,1731,800625,6,1737,814266,5
-0.0880531370639801,0.0021579720298899696,0.9965457685664939,0.004306618284592581,1731,800411,6,1737,814266,5
