group,diagnostic,retrieval_target,n,pearson,spearman
appendix_all,effective_rank_entropy,aucroc_gain__abtt_optimal_minus_baseline,64,-0.4418527408264709,-0.3786172161172161
appendix_all,effective_rank_entropy,gap__baseline,64,-0.11831941507301684,-0.5393315018315017
appendix_all,effective_rank_entropy,gap__abtt_optimal,64,0.4004041698782839,0.4857142857142857
appendix_all,effective_rank_entropy,gap_gain__abtt_optimal_minus_baseline,64,0.34414248672701564,0.6460164835164834
appendix_all,effective_rank_entropy,dir_acc_at_1__baseline,64,0.4878055581031176,0.3939969782966477
appendix_all,effective_rank_entropy,dir_acc_at_1__abtt_optimal,64,0.5129451608647251,0.5357703721459417
appendix_all,effective_rank_entropy,dir_acc_at_1_gain__abtt_optimal_minus_baseline,64,-0.37108860881707817,-0.29337423905475296
appendix_all,effective_rank_entropy,overall_assignment_acc__baseline,64,0.4488632711125375,0.37106320916103475
appendix_all,effective_rank_entropy,overall_assignment_acc__abtt_optimal,64,0.46069028254061445,0.5201997417770586
appendix_all,effective_rank_entropy,overall_assignment_acc_gain__abtt_optimal_minus_baseline,64,-0.346938864874097,-0.2714898979892238
appendix_all,effective_rank_entropy,train_dir_acc_at_1__abtt_optimal,64,0.3158044271537579,0.38313564008324136
appendix_all,delta_anisotropy_mean_cosine,aucroc__baseline,64,0.05516459717676311,-0.10819597069597069
appendix_all,delta_anisotropy_mean_cosine,aucroc__abtt_optimal,64,-0.14515780174647447,-0.3020604395604395
appendix_all,delta_anisotropy_mean_cosine,aucroc_gain__abtt_optimal_minus_baseline,64,-0.07650267169944278,0.06066849816849816
appendix_all,delta_anisotropy_mean_cosine,gap__baseline,64,0.9888730313119588,0.9836080586080587
appendix_all,delta_anisotropy_mean_cosine,gap__abtt_optimal,64,-0.14973858951215882,-0.24793956043956042
appendix_all,delta_anisotropy_mean_cosine,gap_gain__abtt_optimal_minus_baseline,64,-0.8222173785993395,-0.7694139194139193
appendix_all,delta_anisotropy_mean_cosine,dir_acc_at_1__baseline,64,0.14805272828681346,-0.015934795565951933
appendix_all,delta_anisotropy_mean_cosine,dir_acc_at_1__abtt_optimal,64,-0.1333197121283108,-0.24850840192302784
appendix_all,delta_anisotropy_mean_cosine,dir_acc_at_1_gain__abtt_optimal_minus_baseline,64,-0.17998874941452409,-0.043248317275981614
appendix_all,delta_anisotropy_mean_cosine,overall_assignment_acc__baseline,64,0.16630869554972277,0.014379100046472283
appendix_all,delta_anisotropy_mean_cosine,overall_assignment_acc__abtt_optimal,64,-0.13799099119108893,-0.26756597619007555
appendix_all,delta_anisotropy_mean_cosine,overall_assignment_acc_gain__abtt_optimal_minus_baseline,64,-0.1905871529778526,-0.06399175787484235
appendix_all,delta_anisotropy_mean_cosine,train_dir_acc_at_1__abtt_optimal,64,-0.1997858741181467,-0.279645505143841
appendix_all,delta_pc1_variance_ratio,aucroc__baseline,64,0.46391232724821296,0.43122710622710625
appendix_all,delta_pc1_variance_ratio,aucroc__abtt_optimal,64,0.32404077889790533,0.43328754578754575
appendix_all,delta_pc1_variance_ratio,aucroc_gain__abtt_optimal_minus_baseline,64,-0.4375828839978834,-0.40636446886446886
appendix_all,delta_pc1_variance_ratio,gap__baseline,64,-0.268329674602282,-0.5653388278388277
appendix_all,delta_pc1_variance_ratio,gap__abtt_optimal,64,0.3230920173501701,0.4460164835164835
appendix_all,delta_pc1_variance_ratio,gap_gain__abtt_optimal_minus_baseline,64,0.4045999372588333,0.6346153846153846
appendix_all,delta_pc1_variance_ratio,dir_acc_at_1__baseline,64,0.4716417684952948,0.4216081326824782
appendix_all,delta_pc1_variance_ratio,dir_acc_at_1__abtt_optimal,64,0.4398767434572397,0.4634853475865799
appendix_all,delta_pc1_variance_ratio,dir_acc_at_1_gain__abtt_optimal_minus_baseline,64,-0.3718614528313299,-0.3351572877729459
appendix_all,delta_pc1_variance_ratio,overall_assignment_acc__baseline,64,0.4363238172020968,0.39780650351498315
