model,repr,pooling,layer,method,D,sif_a,tau,aucroc,spearman,same_avg,diff_avg,gap,acc_at_1,acc_at_3,existing_acc,new_acc,overall_assignment_acc,n_train,n_test,n_existing,n_new
bowphs/LaTa,hidden,mean,9,baseline,10,0.001,0.7688442211055276,0.46449810498843247,-0.004056357786794079,0.9136860370635986,0.8904167413711548,0.023269295692443848,0.034375,0.046875,1.0,0.0,0.5007824726134585,639,639,320,319
bowphs/LaTa,hidden,mean,9,whitening,10,0.001,0.0,0.582893488275599,0.00947120277848584,0.1694650799036026,0.0008388723945245147,0.16862620750907809,0.15,0.16875,1.0,0.0,0.5007824726134585,639,639,320,319
bowphs/LaTa,hidden,mean,10,baseline,10,0.001,0.7738693467336684,0.4658709878974196,-0.003899495617139456,0.9162571430206299,0.8924137353897095,0.02384340763092041,0.03125,0.05,1.0,0.0,0.5007824726134585,639,639,320,319
bowphs/LaTa,hidden,mean,10,whitening,10,0.001,0.0,0.5625240662110993,0.007143843528102123,0.0931534469127655,-0.001570790889672935,0.09472423780243844,0.153125,0.184375,1.0,0.0,0.5007824726134585,639,639,320,319
bowphs/LaTa,hidden,mean,11,baseline,10,0.001,0.7738693467336684,0.46780969085125373,-0.0036779842634283473,0.9162258505821228,0.8926506042480469,0.023575246334075928,0.03125,0.053125,1.0,0.0,0.5007824726134585,639,639,320,319
bowphs/LaTa,hidden,mean,11,whitening,10,0.001,0.0,0.5668282761272609,0.00763563179288559,0.11893559247255325,0.006047187373042107,0.11288840509951115,0.140625,0.171875,1.0,0.0,0.5007824726134585,639,639,320,319
bowphs/LaTa,hidden,mean,12,baseline,10,0.001,0.8492462311557789,0.9291782869162681,0.04903683832815835,0.8139119148254395,0.5657724738121033,0.24813944101333618,0.8125,0.875,0.65625,0.890282131661442,0.7730829420970265,639,639,320,319
bowphs/LaTa,hidden,mean,12,whitening,10,0.001,0.0,0.5886356425525168,0.010127294309495471,0.21612393856048584,-0.0015187500976026058,0.21764268865808845,0.15,0.178125,1.0,0.0,0.5007824726134585,639,639,320,319
bowphs/LaTa,hidden,sif,0,sif_only,10,0.001,0.678391959798995,0.9473159087217697,0.05110919766047739,0.7160806655883789,0.27697235345840454,0.43910831212997437,0.9,0.925,0.796875,0.9529780564263323,0.8748043818466353,639,639,320,319
bowphs/LaTa,hidden,sif,0,sif_abtt_fixed,10,0.001,0.3417085427135678,0.968825764458785,0.053566860012888975,0.5513340830802917,0.001190480776131153,0.5501436023041606,0.903125,0.928125,0.8875,0.799373040752351,0.8435054773082942,639,639,320,319
bowphs/LaTa,hidden,sif,0,sif_abtt_optimal,1,0.001,0.4221105527638191,0.9636255382281048,0.052972695161783497,0.5930404663085938,0.0011802271474152803,0.5918602391611785,0.903125,0.928125,0.9,0.8683385579937304,0.8841940532081377,639,639,320,319
bowphs/LaTa,hidden,sif,1,sif_only,10,0.001,0.7889447236180904,0.9265443157417875,0.048735887365369046,0.7711664438247681,0.39600667357444763,0.37515977025032043,0.896875,0.909375,0.740625,0.9623824451410659,0.8513302034428795,639,639,320,319
