model,language,layer,method,D,D_source,sif_a,spearman_train,spearman_test,n_train_pairs,n_test_pairs
Qwen/Qwen3-Embedding-8B,french,35,whitening,0,none,0.001,0.24904611845716085,0.5203479543821179,505,505
Qwen/Qwen3-Embedding-8B,french,36,baseline_mean,0,none,0.001,0.7886017082020125,0.7897223704826836,505,505
Qwen/Qwen3-Embedding-8B,french,36,sif_abtt_optimal,10,train_sweep,0.001,0.8559183617256478,0.8486760216986946,505,505
Qwen/Qwen3-Embedding-8B,french,36,whitening,0,none,0.001,0.17041866628275415,0.6427342816498532,505,505
Qwen/Qwen3-Embedding-8B,spanish,0,baseline_mean,0,none,0.001,0.6151472883141058,0.6240111746768146,935,935
Qwen/Qwen3-Embedding-8B,spanish,0,sif_abtt_optimal,10,train_sweep,0.001,0.735028131037567,0.7297726305906045,935,935
Qwen/Qwen3-Embedding-8B,spanish,0,whitening,0,none,0.001,0.08452197222771729,0.44353736881560585,935,935
Qwen/Qwen3-Embedding-8B,spanish,1,baseline_mean,0,none,0.001,0.5887803918441952,0.595737824857986,935,935
Qwen/Qwen3-Embedding-8B,spanish,1,sif_abtt_optimal,10,train_sweep,0.001,0.7199672838043272,0.733695066562155,935,935
Qwen/Qwen3-Embedding-8B,spanish,1,whitening,0,none,0.001,0.0010439799602431526,0.41749892729316657,935,935
Qwen/Qwen3-Embedding-8B,spanish,2,baseline_mean,0,none,0.001,0.6268466547982737,0.6454607936827064,935,935
Qwen/Qwen3-Embedding-8B,spanish,2,sif_abtt_optimal,10,train_sweep,0.001,0.7252117876787407,0.7351226935059982,935,935
Qwen/Qwen3-Embedding-8B,spanish,2,whitening,0,none,0.001,-0.0045357490602274545,0.411150785789613,935,935
Qwen/Qwen3-Embedding-8B,spanish,3,baseline_mean,0,none,0.001,0.6323435950891702,0.646214805734918,935,935
Qwen/Qwen3-Embedding-8B,spanish,3,sif_abtt_optimal,10,train_sweep,0.001,0.7255775373238883,0.7431328349521577,935,935
Qwen/Qwen3-Embedding-8B,spanish,3,whitening,0,none,0.001,0.010385347246560346,0.4192996415480134,935,935
Qwen/Qwen3-Embedding-8B,spanish,4,baseline_mean,0,none,0.001,0.6389138574340331,0.6575184188822488,935,935
Qwen/Qwen3-Embedding-8B,spanish,4,sif_abtt_optimal,10,train_sweep,0.001,0.7282919138953999,0.7489585167106261,935,935
Qwen/Qwen3-Embedding-8B,spanish,4,whitening,0,none,0.001,0.04206311620270692,0.4025708977211993,935,935
Qwen/Qwen3-Embedding-8B,spanish,5,baseline_mean,0,none,0.001,0.6630430515705428,0.6998403154837736,935,935
Qwen/Qwen3-Embedding-8B,spanish,5,sif_abtt_optimal,10,train_sweep,0.001,0.7441059114615125,0.7607953045788072,935,935
Qwen/Qwen3-Embedding-8B,spanish,5,whitening,0,none,0.001,0.03742052417640775,0.4316407276512729,935,935
Qwen/Qwen3-Embedding-8B,spanish,6,baseline_mean,0,none,0.001,0.6701953000508779,0.7026368407263799,935,935
Qwen/Qwen3-Embedding-8B,spanish,6,sif_abtt_optimal,10,train_sweep,0.001,0.7453830281388966,0.76631692909958,935,935
Qwen/Qwen3-Embedding-8B,spanish,6,whitening,0,none,0.001,0.14162889036586307,0.45932436954849587,935,935
Qwen/Qwen3-Embedding-8B,spanish,7,baseline_mean,0,none,0.001,0.1449078172374511,0.2045861205372719,935,935
Qwen/Qwen3-Embedding-8B,spanish,7,sif_abtt_optimal,10,train_sweep,0.001,0.7463364104643734,0.7590115226534738,935,935
Qwen/Qwen3-Embedding-8B,spanish,7,whitening,0,none,0.001,0.15567019421650366,0.29831478704627584,935,935
Qwen/Qwen3-Embedding-8B,spanish,8,baseline_mean,0,none,0.001,0.15927348379568385,0.22051071968993802,935,935
Qwen/Qwen3-Embedding-8B,spanish,8,sif_abtt_optimal,10,train_sweep,0.001,0.7451789394818642,0.7642715043658135,935,935
Qwen/Qwen3-Embedding-8B,spanish,8,whitening,0,none,0.001,0.1438900672278426,0.24295477042100871,935,935
Qwen/Qwen3-Embedding-8B,spanish,9,baseline_mean,0,none,0.001,0.19101190535888773,0.2502904331021526,935,935
Qwen/Qwen3-Embedding-8B,spanish,9,sif_abtt_optimal,2,train_sweep,0.001,0.7550405447501184,0.7759877770227039,935,935
Qwen/Qwen3-Embedding-8B,spanish,9,whitening,0,none,0.001,0.1329755325363874,0.2539456938001708,935,935
Qwen/Qwen3-Embedding-8B,spanish,10,baseline_mean,0,none,0.001,0.2117689762700799,0.2686830151044483,935,935
Qwen/Qwen3-Embedding-8B,spanish,10,sif_abtt_optimal,2,train_sweep,0.001,0.7641198045147763,0.7778375539039312,935,935
Qwen/Qwen3-Embedding-8B,spanish,10,whitening,0,none,0.001,0.05704402663654674,0.28274269558619,935,935
Qwen/Qwen3-Embedding-8B,spanish,11,baseline_mean,0,none,0.001,0.2257429075741895,0.28585131468884745,935,935
Qwen/Qwen3-Embedding-8B,spanish,11,sif_abtt_optimal,2,train_sweep,0.001,0.7657186380536071,0.7732068980332454,935,935
Qwen/Qwen3-Embedding-8B,spanish,11,whitening,0,none,0.001,0.007929932496204864,0.34560508949489105,935,935
Qwen/Qwen3-Embedding-8B,spanish,12,baseline_mean,0,none,0.001,0.24265065656256887,0.30039947143030854,935,935
Qwen/Qwen3-Embedding-8B,spanish,12,sif_abtt_optimal,3,train_sweep,0.001,0.7688549401582503,0.7742916654033954,935,935
Qwen/Qwen3-Embedding-8B,spanish,12,whitening,0,none,0.001,-0.02386381177460793,0.2764234948549478,935,935
Qwen/Qwen3-Embedding-8B,spanish,13,baseline_mean,0,none,0.001,0.25362186438923734,0.3136225256296994,935,935
Qwen/Qwen3-Embedding-8B,spanish,13,sif_abtt_optimal,3,train_sweep,0.001,0.7716707125195037,0.776702536200913,935,935
Qwen/Qwen3-Embedding-8B,spanish,13,whitening,0,none,0.001,-0.012389973100337546,0.3124958966678417,935,935
Qwen/Qwen3-Embedding-8B,spanish,14,baseline_mean,0,none,0.001,0.2509233812160482,0.31399344063224455,935,935
Qwen/Qwen3-Embedding-8B,spanish,14,sif_abtt_optimal,3,train_sweep,0.001,0.7678764448303124,0.7742617517074339,935,935
Qwen/Qwen3-Embedding-8B,spanish,14,whitening,0,none,0.001,0.01094406323107568,0.31810472680620167,935,935
Qwen/Qwen3-Embedding-8B,spanish,15,baseline_mean,0,none,0.001,0.2567561995380868,0.3171368863432682,935,935
Qwen/Qwen3-Embedding-8B,spanish,15,sif_abtt_optimal,3,train_sweep,0.001,0.7716289324078254,0.7753454947103106,935,935
Qwen/Qwen3-Embedding-8B,spanish,15,whitening,0,none,0.001,0.0930782455963503,0.3080106722370231,935,935
Qwen/Qwen3-Embedding-8B,spanish,16,baseline_mean,0,none,0.001,0.257956620031601,0.31720139194208274,935,935
Qwen/Qwen3-Embedding-8B,spanish,16,sif_abtt_optimal,3,train_sweep,0.001,0.7707330361416649,0.7762076622209602,935,935
Qwen/Qwen3-Embedding-8B,spanish,16,whitening,0,none,0.001,-0.021043275882205146,0.33085036522956734,935,935
Qwen/Qwen3-Embedding-8B,spanish,17,baseline_mean,0,none,0.001,0.2609458353181749,0.3194021094410099,935,935
Qwen/Qwen3-Embedding-8B,spanish,17,sif_abtt_optimal,3,train_sweep,0.001,0.7694850905908438,0.7769148077271976,935,935
Qwen/Qwen3-Embedding-8B,spanish,17,whitening,0,none,0.001,0.10736748628010047,0.32015046020234555,935,935
Qwen/Qwen3-Embedding-8B,spanish,18,baseline_mean,0,none,0.001,0.26553104168453173,0.3215431692559669,935,935
Qwen/Qwen3-Embedding-8B,spanish,18,sif_abtt_optimal,3,train_sweep,0.001,0.7682206737375276,0.7757277069225738,935,935
Qwen/Qwen3-Embedding-8B,spanish,18,whitening,0,none,0.001,0.013681834765018051,0.33669718024150314,935,935
Qwen/Qwen3-Embedding-8B,spanish,19,baseline_mean,0,none,0.001,0.27384178109752266,0.3291285863935511,935,935
Qwen/Qwen3-Embedding-8B,spanish,19,sif_abtt_optimal,10,train_sweep,0.001,0.7665031894908952,0.7801453049128234,935,935
Qwen/Qwen3-Embedding-8B,spanish,19,whitening,0,none,0.001,0.025114976606960222,0.31670785935745854,935,935
Qwen/Qwen3-Embedding-8B,spanish,20,baseline_mean,0,none,0.001,0.28656483227313173,0.34348977604066216,935,935
Qwen/Qwen3-Embedding-8B,spanish,20,sif_abtt_optimal,10,train_sweep,0.001,0.7650740302127098,0.780141182065356,935,935
Qwen/Qwen3-Embedding-8B,spanish,20,whitening,0,none,0.001,0.007514967396044811,0.2888572468731315,935,935
Qwen/Qwen3-Embedding-8B,spanish,21,baseline_mean,0,none,0.001,0.296022844881894,0.35147982506520964,935,935
Qwen/Qwen3-Embedding-8B,spanish,21,sif_abtt_optimal,10,train_sweep,0.001,0.767616145331038,0.778964472894099,935,935
Qwen/Qwen3-Embedding-8B,spanish,21,whitening,0,none,0.001,-0.001296907425091073,0.32626469324264123,935,935
Qwen/Qwen3-Embedding-8B,spanish,22,baseline_mean,0,none,0.001,0.30150036515437234,0.3577350201323503,935,935
Qwen/Qwen3-Embedding-8B,spanish,22,sif_abtt_optimal,10,train_sweep,0.001,0.7700745735907257,0.782140946814605,935,935
Qwen/Qwen3-Embedding-8B,spanish,22,whitening,0,none,0.001,0.02078160553657224,0.2673864273451579,935,935
Qwen/Qwen3-Embedding-8B,spanish,23,baseline_mean,0,none,0.001,0.32261032387396893,0.3811415447155966,935,935
Qwen/Qwen3-Embedding-8B,spanish,23,sif_abtt_optimal,10,train_sweep,0.001,0.7703144997965603,0.7832395276589015,935,935
Qwen/Qwen3-Embedding-8B,spanish,23,whitening,0,none,0.001,0.13814307474483314,0.23620616239869802,935,935
Qwen/Qwen3-Embedding-8B,spanish,24,baseline_mean,0,none,0.001,0.38153914435993724,0.4436934455119764,935,935
Qwen/Qwen3-Embedding-8B,spanish,24,sif_abtt_optimal,10,train_sweep,0.001,0.7734042609876298,0.7831482664827,935,935
Qwen/Qwen3-Embedding-8B,spanish,24,whitening,0,none,0.001,0.039263119748683156,0.25323161167157543,935,935
Qwen/Qwen3-Embedding-8B,spanish,25,baseline_mean,0,none,0.001,0.4613364208172991,0.5272967378375598,935,935
Qwen/Qwen3-Embedding-8B,spanish,25,sif_abtt_optimal,3,train_sweep,0.001,0.7837149362007827,0.7919830582624671,935,935
Qwen/Qwen3-Embedding-8B,spanish,25,whitening,0,none,0.001,0.0653911990513342,0.2710191841046703,935,935
Qwen/Qwen3-Embedding-8B,spanish,26,baseline_mean,0,none,0.001,0.49758087698648035,0.5633120006297193,935,935
Qwen/Qwen3-Embedding-8B,spanish,26,sif_abtt_optimal,3,train_sweep,0.001,0.7872228605836364,0.7930230667461318,935,935
Qwen/Qwen3-Embedding-8B,spanish,26,whitening,0,none,0.001,-0.02292528563828469,0.2570542178916517,935,935
Qwen/Qwen3-Embedding-8B,spanish,27,baseline_mean,0,none,0.001,0.5571642415015653,0.6194486331577581,935,935
Qwen/Qwen3-Embedding-8B,spanish,27,sif_abtt_optimal,3,train_sweep,0.001,0.7932797208651464,0.798065367991481,935,935
Qwen/Qwen3-Embedding-8B,spanish,27,whitening,0,none,0.001,0.14655158273227345,0.29380373676845584,935,935
Qwen/Qwen3-Embedding-8B,spanish,28,baseline_mean,0,none,0.001,0.5915077940922057,0.6519895334262148,935,935
Qwen/Qwen3-Embedding-8B,spanish,28,sif_abtt_optimal,3,train_sweep,0.001,0.7934301749312244,0.7962273055823802,935,935
Qwen/Qwen3-Embedding-8B,spanish,28,whitening,0,none,0.001,0.016026830784640872,0.24014326860595303,935,935
Qwen/Qwen3-Embedding-8B,spanish,29,baseline_mean,0,none,0.001,0.618715761872158,0.6763249505460024,935,935
Qwen/Qwen3-Embedding-8B,spanish,29,sif_abtt_optimal,3,train_sweep,0.001,0.7932735615829103,0.7964793798571191,935,935
Qwen/Qwen3-Embedding-8B,spanish,29,whitening,0,none,0.001,0.1285208868166558,0.23159305618888912,935,935
Qwen/Qwen3-Embedding-8B,spanish,30,baseline_mean,0,none,0.001,0.6731124551875595,0.7162536091114713,935,935
Qwen/Qwen3-Embedding-8B,spanish,30,sif_abtt_optimal,3,train_sweep,0.001,0.7943262769967913,0.7923587179818624,935,935
Qwen/Qwen3-Embedding-8B,spanish,30,whitening,0,none,0.001,0.025018052437209067,0.21073565169193353,935,935
Qwen/Qwen3-Embedding-8B,spanish,31,baseline_mean,0,none,0.001,0.7117138424193087,0.7420124860611623,935,935
Qwen/Qwen3-Embedding-8B,spanish,31,sif_abtt_optimal,3,train_sweep,0.001,0.7957318795929162,0.7880928099437174,935,935
Qwen/Qwen3-Embedding-8B,spanish,31,whitening,0,none,0.001,0.08421714796753842,0.25717849953654703,935,935
Qwen/Qwen3-Embedding-8B,spanish,32,baseline_mean,0,none,0.001,0.7418426940115216,0.7564731008196226,935,935
Qwen/Qwen3-Embedding-8B,spanish,32,sif_abtt_optimal,5,train_sweep,0.001,0.7954457522681312,0.7842935067896879,935,935
Qwen/Qwen3-Embedding-8B,spanish,32,whitening,0,none,0.001,0.06204035844003431,0.23251977088190134,935,935
Qwen/Qwen3-Embedding-8B,spanish,33,baseline_mean,0,none,0.001,0.7585256033489188,0.7666618686082568,935,935
Qwen/Qwen3-Embedding-8B,spanish,33,sif_abtt_optimal,5,train_sweep,0.001,0.7966339233651422,0.7857673402445514,935,935
Qwen/Qwen3-Embedding-8B,spanish,33,whitening,0,none,0.001,0.008122002140850132,0.2504054906775075,935,935
Qwen/Qwen3-Embedding-8B,spanish,34,baseline_mean,0,none,0.001,0.7756150464115402,0.7771201004566411,935,935
Qwen/Qwen3-Embedding-8B,spanish,34,sif_abtt_optimal,5,train_sweep,0.001,0.7991979384965132,0.7887869769319027,935,935
Qwen/Qwen3-Embedding-8B,spanish,34,whitening,0,none,0.001,0.052284533198259084,0.22727536192140346,935,935
Qwen/Qwen3-Embedding-8B,spanish,35,baseline_mean,0,none,0.001,0.8064765585992054,0.791976167709401,935,935
Qwen/Qwen3-Embedding-8B,spanish,35,sif_abtt_optimal,5,train_sweep,0.001,0.802148344937295,0.7904398419146645,935,935
Qwen/Qwen3-Embedding-8B,spanish,35,whitening,0,none,0.001,0.007198800710216673,0.29370143831602774,935,935
Qwen/Qwen3-Embedding-8B,spanish,36,baseline_mean,0,none,0.001,0.8013370322271886,0.7934295677478413,935,935
Qwen/Qwen3-Embedding-8B,spanish,36,sif_abtt_optimal,3,train_sweep,0.001,0.8080032425012824,0.7972744059516168,935,935
Qwen/Qwen3-Embedding-8B,spanish,36,whitening,0,none,0.001,0.1339639797283677,0.39793372467257676,935,935
Qwen/Qwen3-Embedding-8B,sinhala,0,baseline_mean,0,none,0.001,0.29091587684581915,0.30075852722869106,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,0,sif_abtt_optimal,1,train_sweep,0.001,0.3901363628855508,0.3996958874895062,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,0,whitening,0,none,0.001,0.4273437696263131,0.44207672843821644,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,1,baseline_mean,0,none,0.001,0.2928500255930963,0.29703682655048025,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,1,sif_abtt_optimal,3,train_sweep,0.001,0.38413851755812206,0.39469343106696075,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,1,whitening,0,none,0.001,0.0695784942740014,0.0382384785987725,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,2,baseline_mean,0,none,0.001,0.3211377324578403,0.3125370616236288,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,2,sif_abtt_optimal,1,train_sweep,0.001,0.39214872397352685,0.41607257160876493,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,2,whitening,0,none,0.001,0.07113383191202753,0.03350301085933905,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,3,baseline_mean,0,none,0.001,0.32362200859067486,0.30920027308929227,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,3,sif_abtt_optimal,1,train_sweep,0.001,0.3979124840548861,0.4218636252107929,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,3,whitening,0,none,0.001,0.08375888685231729,0.03503912293654674,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,4,baseline_mean,0,none,0.001,0.34953304494703563,0.34006153203771683,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,4,sif_abtt_optimal,1,train_sweep,0.001,0.40800387053282894,0.42890847379660013,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,4,whitening,0,none,0.001,0.10187923526459902,0.03228851635475476,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,5,baseline_mean,0,none,0.001,0.3594718383685965,0.3617591130009139,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,5,sif_abtt_optimal,1,train_sweep,0.001,0.42362011353142714,0.4406886579149747,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,5,whitening,0,none,0.001,0.10764786367750383,0.03039063650081312,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,6,baseline_mean,0,none,0.001,0.37165839944765033,0.38601241750699306,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,6,sif_abtt_optimal,3,train_sweep,0.001,0.42589159897648476,0.440024973248341,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,6,whitening,0,none,0.001,0.11989083532381332,0.027401512152898752,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,7,baseline_mean,0,none,0.001,0.2962414746990585,0.26412553443983317,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,7,sif_abtt_optimal,1,train_sweep,0.001,0.4258580323909245,0.44189063999196876,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,7,whitening,0,none,0.001,-0.06028191615008694,-0.013252799266521537,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,8,baseline_mean,0,none,0.001,0.2979789998912794,0.2665236250883787,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,8,sif_abtt_optimal,1,train_sweep,0.001,0.4246806293252876,0.44592621409512184,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,8,whitening,0,none,0.001,0.1054796155972248,0.0466530822978909,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,9,baseline_mean,0,none,0.001,0.2932354568821739,0.26152925061776605,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,9,sif_abtt_optimal,7,train_sweep,0.001,0.4258447375302089,0.44247107515741113,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,9,whitening,0,none,0.001,0.1035571929258758,0.03352008077856732,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,10,baseline_mean,0,none,0.001,0.2882016564803904,0.25683367515666755,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,10,sif_abtt_optimal,7,train_sweep,0.001,0.4243573071138102,0.4441582957398636,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,10,whitening,0,none,0.001,0.09143334304898386,0.045497320524120914,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,11,baseline_mean,0,none,0.001,0.287563949651468,0.2544935131268501,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,11,sif_abtt_optimal,5,train_sweep,0.001,0.4154357846281208,0.4497698585965015,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,11,whitening,0,none,0.001,0.1231334235268502,0.029122362299139427,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,12,baseline_mean,0,none,0.001,0.294267768922351,0.2619739687691262,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,12,sif_abtt_optimal,5,train_sweep,0.001,0.43037424148708375,0.4638822015380412,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,12,whitening,0,none,0.001,0.03952366354652775,0.04614539506631626,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,13,baseline_mean,0,none,0.001,0.2927952246544707,0.26033641124007195,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,13,sif_abtt_optimal,5,train_sweep,0.001,0.4299531321182176,0.4612648151342596,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,13,whitening,0,none,0.001,0.10838260122211642,0.006855978246138871,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,14,baseline_mean,0,none,0.001,0.2942458808039082,0.2613814538281034,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,14,sif_abtt_optimal,5,train_sweep,0.001,0.4276147473619297,0.458032770684282,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,14,whitening,0,none,0.001,-0.007897537686031417,-0.00344009826888851,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,15,baseline_mean,0,none,0.001,0.2958408950922023,0.26224852724076414,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,15,sif_abtt_optimal,5,train_sweep,0.001,0.4225472093802774,0.45274630516267794,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,15,whitening,0,none,0.001,-0.03698348902269794,0.004840925399579647,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,16,baseline_mean,0,none,0.001,0.2980399074588313,0.26515724597516804,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,16,sif_abtt_optimal,5,train_sweep,0.001,0.41923685539688793,0.44896359947536685,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,16,whitening,0,none,0.001,0.03552190836059281,-0.0059805412813704216,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,17,baseline_mean,0,none,0.001,0.29649533876162854,0.2631118733636693,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,17,sif_abtt_optimal,5,train_sweep,0.001,0.4187214128603547,0.4454397539943159,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,17,whitening,0,none,0.001,0.09135552353514019,0.05589126307061259,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,18,baseline_mean,0,none,0.001,0.2968794522708379,0.26489101857565817,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,18,sif_abtt_optimal,5,train_sweep,0.001,0.41552592045631487,0.4406749770668993,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,18,whitening,0,none,0.001,0.06856033572303906,0.031130414100455608,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,19,baseline_mean,0,none,0.001,0.2999207366639706,0.2689001877058981,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,19,sif_abtt_optimal,5,train_sweep,0.001,0.4140598926959381,0.43592767980672176,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,19,whitening,0,none,0.001,-0.009061897575953208,0.011934623586973298,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,20,baseline_mean,0,none,0.001,0.30488437731639745,0.27418580327289843,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,20,sif_abtt_optimal,5,train_sweep,0.001,0.4149621013658471,0.430723620615996,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,20,whitening,0,none,0.001,0.12101971088049995,0.04887503019955714,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,21,baseline_mean,0,none,0.001,0.3109442845618691,0.2814229330593005,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,21,sif_abtt_optimal,5,train_sweep,0.001,0.413887982202338,0.4285452170863238,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,21,whitening,0,none,0.001,0.11109439339425406,0.010021913041051033,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,22,baseline_mean,0,none,0.001,0.31719879885186864,0.28865657347102247,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,22,sif_abtt_optimal,5,train_sweep,0.001,0.41902873342843644,0.4353156364990472,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,22,whitening,0,none,0.001,0.10191188416943009,0.04360117873010539,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,23,baseline_mean,0,none,0.001,0.33345939519834555,0.30783414711407237,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,23,sif_abtt_optimal,5,train_sweep,0.001,0.42266181378160556,0.43940730164224495,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,23,whitening,0,none,0.001,0.142811996120227,0.04710790948897994,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,24,baseline_mean,0,none,0.001,0.3608122303344766,0.3397328749322677,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,24,sif_abtt_optimal,5,train_sweep,0.001,0.448307988386245,0.46553142045270063,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,24,whitening,0,none,0.001,0.08390681284186245,0.03180655364843614,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,25,baseline_mean,0,none,0.001,0.4051935360307873,0.3928068162164661,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,25,sif_abtt_optimal,3,train_sweep,0.001,0.44402773983568955,0.4583039491899607,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,25,whitening,0,none,0.001,0.10270242215438806,0.03646214383957609,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,26,baseline_mean,0,none,0.001,0.4210652044893117,0.41180837627146827,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,26,sif_abtt_optimal,3,train_sweep,0.001,0.4496379971276776,0.46574283803320593,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,26,whitening,0,none,0.001,0.086592675131806,0.012334189068014156,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,27,baseline_mean,0,none,0.001,0.43879397658405267,0.42604188337121573,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,27,sif_abtt_optimal,3,train_sweep,0.001,0.4542047847365761,0.46593572480628925,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,27,whitening,0,none,0.001,0.06227484340587796,0.051685090304408585,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,28,baseline_mean,0,none,0.001,0.4482530606125826,0.4346746141254653,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,28,sif_abtt_optimal,3,train_sweep,0.001,0.4551308422081736,0.46624391903503665,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,28,whitening,0,none,0.001,0.05523084029672508,0.008809718952747831,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,29,baseline_mean,0,none,0.001,0.4595063092818677,0.44505907423239327,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,29,sif_abtt_optimal,3,train_sweep,0.001,0.4567398919147772,0.4671908575717356,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,29,whitening,0,none,0.001,0.09200425538663795,0.03184388660746525,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,30,baseline_mean,0,none,0.001,0.4659633725510761,0.45010717967804165,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,30,sif_abtt_optimal,5,train_sweep,0.001,0.4706050966952391,0.490897630405107,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,30,whitening,0,none,0.001,0.05763681210915871,0.0388879768786567,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,31,baseline_mean,0,none,0.001,0.4641140680812232,0.4500417549051505,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,31,sif_abtt_optimal,5,train_sweep,0.001,0.47167040309980535,0.48892226884275813,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,31,whitening,0,none,0.001,0.07084172610168234,0.010816155072204778,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,32,baseline_mean,0,none,0.001,0.4511150080848413,0.43667625864367327,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,32,sif_abtt_optimal,5,train_sweep,0.001,0.47293108243464904,0.49319963614668805,2548,2548
Qwen/Qwen3-Embedding-8B,sinhala,32,whitening,0,none,0.001,0.06599314917514133,0.03257132988200338,2548,2548
