model,repr,pooling,layer,method,D,sif_a,tau,aucroc,spearman,same_avg,diff_avg,gap,dir_acc_at_1,dir_acc_at_3,existing_acc,new_acc,overall_assignment_acc,train_aucroc,train_dir_acc_at_1,n_train,n_test,n_existing,n_new
bowphs/LaTa,hidden,mean,8,whitening,10,0.001,0.0,0.5092357729158227,0.006269466484493633,0.031068015843629837,0.017268231138586998,0.013799784705042839,0.22566371681415928,0.28761061946902655,1.0,0.0,0.8451327433628318,0.5377884639994928,0.12206572769953052,213,226,191,35
bowphs/LaTa,hidden,mean,9,baseline,10,0.001,0.9346733668341709,0.5669439142895909,0.045443035960521246,0.4186086356639862,0.2522352933883667,0.1663733422756195,0.17699115044247787,0.40707964601769914,0.7486910994764397,0.2,0.6637168141592921,0.5510953037529015,0.20187793427230047,213,226,191,35
bowphs/LaTa,hidden,mean,9,abtt_fixed,10,0.001,0.18592964824120603,0.6627531287999131,0.11048048747793124,0.10189622640609741,0.0009783662389963865,0.10091786016710103,0.5530973451327433,0.6460176991150443,1.0,0.0,0.8451327433628318,0.6231791437820332,0.5258215962441315,213,226,191,35
bowphs/LaTa,hidden,mean,9,abtt_optimal,5,0.001,0.17587939698492464,0.7255591764004065,0.15311464638254338,0.13887865841388702,-0.0016292461659759283,0.14050790457986295,0.5619469026548672,0.6327433628318584,1.0,0.0,0.8451327433628318,0.7063780226246505,0.5539906103286385,213,226,191,35
bowphs/LaTa,hidden,mean,9,whitening,10,0.001,0.005025125628140704,0.5091320382085343,0.006199047950482504,-0.014735229313373566,0.014361269772052765,-0.02909649908542633,0.3008849557522124,0.4026548672566372,1.0,0.0,0.8451327433628318,0.5893520426981139,0.10328638497652583,213,226,191,35
bowphs/LaTa,hidden,mean,10,baseline,10,0.001,0.9396984924623115,0.5680739377485403,0.046210121321246335,0.426550030708313,0.26214614510536194,0.16440388560295105,0.17256637168141592,0.415929203539823,0.7120418848167539,0.2571428571428571,0.6415929203539823,0.5507677504708763,0.20657276995305165,213,226,191,35
bowphs/LaTa,hidden,mean,10,abtt_fixed,10,0.001,0.21608040201005024,0.663135577515891,0.11074010227537462,0.10121288150548935,0.0009037116542458534,0.1003091698512435,0.5575221238938053,0.6504424778761062,1.0,0.0,0.8451327433628318,0.6261769812498184,0.539906103286385,213,226,191,35
bowphs/LaTa,hidden,mean,10,abtt_optimal,5,0.001,0.20100502512562815,0.7232480678353278,0.15154581386438415,0.1370837539434433,-0.0017144022276625037,0.1387981561711058,0.5575221238938053,0.6327433628318584,1.0,0.0,0.8451327433628318,0.704745779545989,0.568075117370892,213,226,191,35
bowphs/LaTa,hidden,mean,10,whitening,10,0.001,0.005025125628140704,0.5053449559713646,0.0036282800998566145,0.01268578227609396,0.0157328974455595,-0.003047115169465542,0.24778761061946902,0.34513274336283184,1.0,0.0,0.8451327433628318,0.5599883112497883,0.12206572769953052,213,226,191,35
bowphs/LaTa,hidden,mean,11,baseline,10,0.001,0.9296482412060302,0.5656984935222812,0.0445976163084688,0.4355827271938324,0.27589601278305054,0.15968671441078186,0.17256637168141592,0.41150442477876104,0.7696335078534031,0.2,0.6814159292035398,0.5509631876368905,0.20187793427230047,213,226,191,35
bowphs/LaTa,hidden,mean,11,abtt_fixed,10,0.001,0.19597989949748745,0.6619961272913083,0.10996661781349483,0.10150063782930374,0.0008800050709396601,0.10062063275836408,0.5619469026548672,0.6371681415929203,1.0,0.0,0.8451327433628318,0.6194299852887053,0.5352112676056338,213,226,191,35
bowphs/LaTa,hidden,mean,11,abtt_optimal,7,0.001,0.20603015075376885,0.6836174012614785,0.1246436252893092,0.11889442056417465,-0.00028979277703911066,0.11918421334121376,0.5619469026548672,0.6327433628318584,1.0,0.0,0.8451327433628318,0.6467209633163502,0.5539906103286385,213,226,191,35
bowphs/LaTa,hidden,mean,11,whitening,10,0.001,0.010050251256281407,0.537881236127749,0.025714742530922555,0.10983030498027802,-0.008393565192818642,0.11822387017309666,0.2743362831858407,0.38495575221238937,1.0,0.0,0.8451327433628318,0.5108814068240859,0.046948356807511735,213,226,191,35
bowphs/LaTa,hidden,mean,12,baseline,10,0.001,0.8090452261306533,0.6697618686202147,0.1152381778394774,0.7455406785011292,0.6965246200561523,0.04901605844497681,0.5132743362831859,0.6548672566371682,0.9057591623036649,0.11428571428571428,0.7831858407079646,0.66049595472683,0.5023474178403756,213,226,191,35
bowphs/LaTa,hidden,mean,12,abtt_fixed,10,0.001,0.19597989949748745,0.6508203139225754,0.10238022412596844,0.08818797022104263,0.0005014485213905573,0.08768652169965208,0.5619469026548672,0.6548672566371682,0.9842931937172775,0.05714285714285714,0.8407079646017699,0.6065569243170932,0.5492957746478874,213,226,191,35
bowphs/LaTa,hidden,mean,12,abtt_optimal,2,0.001,0.20603015075376885,0.7330279544692055,0.1581846210611382,0.13761746883392334,-0.002766302553936839,0.14038377138786018,0.5707964601769911,0.6371681415929203,0.9947643979057592,0.0,0.8407079646017699,0.7250527021986855,0.5539906103286385,213,226,191,35
bowphs/LaTa,hidden,mean,12,whitening,10,0.001,0.0,0.5104923728603256,0.007123924455704422,-0.008817214518785477,-0.002224986208602786,-0.006592228310182691,0.13716814159292035,0.22566371681415928,1.0,0.0,0.8451327433628318,0.49319794332835065,0.09859154929577464,213,226,191,35
bowphs/LaTa,hidden,sif,1,sif_only,10,0.001,0.7587939698492463,0.5757469624060586,0.05141874318094532,0.5810202360153198,0.5394222736358643,0.041597962379455566,0.5265486725663717,0.6327433628318584,0.7172774869109948,0.3142857142857143,0.6548672566371682,0.594413855434788,0.5305164319248826,213,226,191,35
bowphs/LaTa,hidden,sif,1,sif_abtt_fixed,10,0.001,0.20100502512562815,0.6317132671171533,0.0894099306459488,0.08103972673416138,-5.498799146153033e-05,0.08109471472562291,0.5486725663716814,0.6371681415929203,0.93717277486911,0.14285714285714285,0.8141592920353983,0.5672203000973931,0.539906103286385,213,226,191,35
bowphs/LaTa,hidden,sif,1,sif_abtt_optimal,5,0.001,0.1658291457286432,0.6856437933047083,0.12601918582325694,0.10511927306652069,-0.0009548084926791489,0.10607408155919984,0.5353982300884956,0.6283185840707964,1.0,0.0,0.8451327433628318,0.6727510436753983,0.5492957746478874,213,226,191,35
bowphs/LaTa,hidden,sif,2,sif_only,10,0.001,0.7889447236180904,0.6014745999425692,0.06888324268218898,0.7113234996795654,0.6730973720550537,0.03822612762451172,0.5442477876106194,0.6283185840707964,0.9267015706806283,0.08571428571428572,0.7964601769911505,0.6107053900860244,0.5352112676056338,213,226,191,35
