model,repr,pooling,layer,method,D,sif_a,tau,aucroc,spearman,same_avg,diff_avg,gap,dir_acc_at_1,dir_acc_at_3,existing_acc,new_acc,overall_assignment_acc,train_aucroc,train_dir_acc_at_1,n_train,n_test,n_existing,n_new
bowphs/LaTa,hidden,mean,8,baseline,10,0.001,0.8140703517587939,0.46344200122212,-0.004177025563401866,0.9147970080375671,0.8912865519523621,0.023510456085205078,0.018779342723004695,0.03599374021909233,1.0,0.003134796238244514,0.5023474178403756,0.4689136360361418,0.03442879499217527,639,639,320,319
bowphs/LaTa,hidden,mean,8,abtt_fixed,10,0.001,0.457286432160804,0.9541499273351408,0.05189003554552793,0.5561272501945496,0.000977705349214375,0.5551495448453352,0.8294209702660407,0.9405320813771518,0.909375,0.8119122257053292,0.8607198748043818,0.9861070818551219,0.8419405320813772,639,639,320,319
bowphs/LaTa,hidden,mean,8,abtt_optimal,5,0.001,0.5628140703517588,0.956677523810257,0.05217883240102446,0.5685248970985413,0.0016641232650727034,0.5668607738334686,0.8043818466353677,0.9264475743348983,0.8,0.8683385579937304,0.8341158059467919,0.9886392097205159,0.7605633802816901,639,639,320,319
bowphs/LaTa,hidden,mean,8,whitening,10,0.001,0.0,0.5418703957298097,0.004784006760798366,0.03053741157054901,-0.0014821861404925585,0.03201959771104157,0.06416275430359937,0.07355242566510173,1.0,0.0,0.5007824726134585,0.48193558439867057,0.003129890453834116,639,639,320,319
bowphs/LaTa,hidden,mean,9,baseline,10,0.001,0.7688442211055276,0.46449810498843247,-0.004056357786794079,0.9136860370635986,0.8904167413711548,0.023269295692443848,0.017214397496087636,0.03599374021909233,1.0,0.0,0.5007824726134585,0.4695300805415492,0.03129890453834116,639,639,320,319
bowphs/LaTa,hidden,mean,9,abtt_fixed,10,0.001,0.46733668341708545,0.9478164018481965,0.051166382754092174,0.5503930449485779,0.0010164831764996052,0.5493765617720783,0.8184663536776213,0.9405320813771518,0.853125,0.8432601880877743,0.8482003129890454,0.9873877904175721,0.8247261345852895,639,639,320,319
bowphs/LaTa,hidden,mean,9,abtt_optimal,7,0.001,0.5175879396984925,0.9579827569676257,0.05232796507914328,0.574504017829895,0.001783587853424251,0.5727204299764708,0.8169014084507042,0.9280125195618153,0.834375,0.8652037617554859,0.8497652582159625,0.9889537353810731,0.7996870109546166,639,639,320,319
bowphs/LaTa,hidden,mean,9,whitening,10,0.001,0.0,0.582893488275599,0.00947120277848584,0.1694650799036026,0.0008388723945245147,0.16862620750907809,0.07511737089201878,0.08450704225352113,1.0,0.0,0.5007824726134585,0.49686057476625756,0.0,639,639,320,319
bowphs/LaTa,hidden,mean,10,baseline,10,0.001,0.7738693467336684,0.4658709878974196,-0.003899495617139456,0.9162571430206299,0.8924137353897095,0.02384340763092041,0.01564945226917058,0.03755868544600939,1.0,0.0,0.5007824726134585,0.4705504727509838,0.03129890453834116,639,639,320,319
bowphs/LaTa,hidden,mean,10,abtt_fixed,10,0.001,0.44221105527638194,0.94503720935439,0.05084883916636637,0.5438612103462219,0.0010324291652068496,0.5428287811810151,0.8059467918622848,0.9358372456964006,0.9125,0.774294670846395,0.8435054773082942,0.9877022297300766,0.8419405320813772,639,639,320,319
bowphs/LaTa,hidden,mean,10,abtt_optimal,7,0.001,0.5226130653266332,0.9549371244448815,0.05197997871967969,0.5688801407814026,0.0019246235024183989,0.5669555172789842,0.8153364632237872,0.9248826291079812,0.825,0.8714733542319749,0.8482003129890454,0.989285242825346,0.7965571205007824,639,639,320,319
bowphs/LaTa,hidden,mean,10,whitening,10,0.001,0.0,0.5625240662110993,0.007143843528102123,0.0931534469127655,-0.001570790889672935,0.09472423780243844,0.07668231611893583,0.09076682316118936,1.0,0.0,0.5007824726134585,0.5059971543365984,0.01564945226917058,639,639,320,319
bowphs/LaTa,hidden,mean,11,baseline,10,0.001,0.7738693467336684,0.46780969085125373,-0.0036779842634283473,0.9162258505821228,0.8926506042480469,0.023575246334075928,0.01564945226917058,0.03755868544600939,1.0,0.0,0.5007824726134585,0.4720206289412561,0.03442879499217527,639,639,320,319
bowphs/LaTa,hidden,mean,11,abtt_fixed,10,0.001,0.457286432160804,0.9492894099291341,0.051334684975623344,0.5420811772346497,0.001071108621545136,0.5410100686131045,0.7934272300469484,0.9374021909233177,0.865625,0.780564263322884,0.8231611893583725,0.9881887261725715,0.8262910798122066,639,639,320,319
